Bayesian	Gram negative	Gram positive
Methylglyoxal reductase, acetol producing (EC 1.1.1.-) / 2,5-diketo-D-gluconic acid reductase B (EC 1.1.1.274)	-6.90775527898214	-1.35583515363518
Uncharacterized ABC transporter, ATP-binding protein YrbF	-6.90775527898214	-0.703509967595492
Copper-containing nitrite reductase (EC 1.7.2.1)	-6.90775527898214	-1.50665804336977
Transcription elongation factor	-6.90775527898214	-1.6569402464191
FIG002379: metal-dependent hydrolase	-0.823200308808143	-6.90775527898214
Membrane protein YcjF	-6.90775527898214	-1.35583515363518
Acetyltransferase YpeA	-6.90775527898214	-1.83387095457818
Cytoplasmic protein YaiE	-6.90775527898214	-1.93565364888812
Putative major teichoic acid biosynthesis protein C	-1.0055218656021	-6.90775527898214
Hnr protein	-6.90775527898214	-1.90056232907685
Universal stress protein A	-6.90775527898214	-1.336032526339
Osmotically activated L-carnitine/choline ABC transporter, ATP-binding protein OpuCA	-1.0055218656021	-6.90775527898214
Membrane-bound lytic murein transglycosylase C precursor (EC 3.2.1.-)	-6.90775527898214	-1.26052497383086
TrkA domain protein	-6.90775527898214	-1.86666077740117
Uncharacterized protein with LysM domain, COG1652	-6.90775527898214	-1.3760378609527
Unsaturated fatty acid biosythesis repressor FabR, TetR family	-6.90775527898214	-1.14072377401824
Possible exported protein	-6.90775527898214	-1.57897870494939
PurR: transcription regulator associated with purine metabolism	-0.312374685042152	-6.90775527898214
Putative DMT superfamily metabolite efflux protein precursor	-6.90775527898214	-1.63027199933694
L-rhamnose-proton symporter	-6.90775527898214	-1.6569402464191
Putative efflux (PET) family inner membrane protein YccS	-6.90775527898214	-1.68433922060722
StbE replicon stabilization toxin	-6.90775527898214	-1.74149763444717
Dioxygenases related to 2-nitropropane dioxygenase	-6.90775527898214	-1.09347088916769
Cytochrome c-type protein NapC	-6.90775527898214	-0.898410306596307
Exodeoxyribonuclease IX (EC 3.1.11.-)	-6.90775527898214	-1.90056232907685
Major pilus subunit of type IV secretion complex (VirB2)	-6.90775527898214	-1.39665714815544
putative protein PaaI, possibly involved in aromatic compounds catabolism	-6.90775527898214	-1.53018854077996
Cytochrome c-type biogenesis protein CcmD, interacts with CcmCE	-6.90775527898214	-0.672738308928738
Type III secretion outermembrane pore forming protein (YscC,MxiD,HrcC, InvG)	-6.90775527898214	-1.20741514851691
Curli production assembly/transport component CsgF	-6.90775527898214	-1.83387095457818
TPR domain protein in aerotolerance operon	-6.90775527898214	-1.15698429489002
ABC transporter, transmembrane region:ABC transporter:Peptidase C39, bacteriocin processing	-6.90775527898214	-1.57897870494939
DcrB protein precursor	-6.90775527898214	-1.93565364888812
FIG021952: putative membrane protein	-6.90775527898214	-0.84901755126673
Aminobutyraldehyde dehydrogenase (EC 1.2.1.19)	-6.90775527898214	-1.86666077740117
VapC toxin protein	-6.90775527898214	-0.724563376793324
Ubiquinone biosynthesis monooxygenase UbiB	-6.90775527898214	-0.284251537354992
Putative permease	-6.90775527898214	-0.768048488733063
Histidine ABC transporter, permease protein HisM (TC 3.A.1.3.1)	-6.90775527898214	-0.662687973075237
Galactose-6-phosphate isomerase, LacA subunit (EC 5.3.1.26)	-0.85137118577484	-6.90775527898214
Decarboxylase family protein	-6.90775527898214	-0.540470340350988
GALNS arylsulfatase regulator (Fe-S oxidoreductase)	-6.90775527898214	-1.71251009757391
FIG004819: Prepilin peptidase dependent protein B precursor	-6.90775527898214	-1.90056232907685
YcgN (Fragment)	-6.90775527898214	-1.22480689122878
FUSARIC ACID RESISTANCE PROTEIN FUSB / FUSARIC ACID RESISTANCE PROTEIN FUSC	-6.90775527898214	-1.74149763444717
Fimbrial protein precursor	-6.90775527898214	-1.20741514851691
Lipopolysaccharide heptosyltransferase III (EC 2.4.1.-)	-6.90775527898214	-1.29756624551121
Transporter, putative	-6.90775527898214	-1.03375165446607
Peptidase B (EC 3.4.11.23)	-6.90775527898214	-0.652737642222069
Capsular polysaccharide export system protein KpsS	-6.90775527898214	-1.8021222562636
Septation ring formation regulator EzrA	-0.295845383090942	-6.90775527898214
no significant database match found	-6.90775527898214	-1.3760378609527
Iron siderophore sensor protein	-6.90775527898214	-1.39665714815544
Putative uncharacterized protein ydbH	-6.90775527898214	-1.29756624551121
Protein:protein lipoyl transferase	-0.600056757493933	-6.90775527898214
L-serine dehydratase 1 (EC 4.3.1.17)	-6.90775527898214	-1.77135059759685
LptA, protein essential for LPS transport across the periplasm	-6.90775527898214	-0.662687973075237
Type IV pilus biogenesis protein PilE	-6.90775527898214	-0.911149332373736
Cytochrome oxidase biogenesis protein Cox11-CtaG, copper delivery to Cox1	-6.90775527898214	-0.790521344585122
Flagellar sensor histidine kinase FleS	-6.90775527898214	-1.336032526339
Glutamyl-tRNA(Gln) synthetase (EC 6.1.1.24)	-6.90775527898214	-1.24250646832818
FIG021862: membrane protein, exporter	-6.90775527898214	-1.39665714815544
tRNA pseudouridine synthase C (EC 4.2.1.70) ## tRNA Psi65	-6.90775527898214	-1.04835045388722
FIG138517: Putative lipid carrier protein	-6.90775527898214	-1.90056232907685
Putative lipase in cluster with Phosphatidate cytidylyltransferase	-6.90775527898214	-1.86666077740117
Hcp	-6.90775527898214	-1.53018854077996
Response regulator containing CheY-like receiver, AAA-type ATPase, and DNA-binding domains	-6.90775527898214	-1.41771055735327
Signal transduction histidine kinase regulating C4-dicarboxylate transport system	-6.90775527898214	-1.48366852514507
Positive regulator of Tartrate dehydrogenase/decarboxylase/D-malic enzyme	-6.90775527898214	-1.14072377401824
Putative TolA protein	-6.90775527898214	-1.86666077740117
Branched-chain acyl-CoA dehydrogenase (EC 1.3.99.12)	-6.90775527898214	-1.35583515363518
probable exported protein STY0357	-6.90775527898214	-1.48366852514507
Ribosome modulation factor	-6.90775527898214	-1.24250646832818
Alcohol dehydrogenase (EC 1.1.1.1) @ Acetaldehyde dehydrogenase (EC 1.2.1.10) @ Pyruvate-formate-lyase deactivase	-6.90775527898214	-1.41771055735327
Transcriptional regulator containing an amidase domain and an AraC-type DNA-binding HTH domain	-6.90775527898214	-0.174107958256566
Phospholipid-lipopolysaccharide ABC transporter	-6.90775527898214	-1.63027199933694
Capsular polysaccharide ABC transporter, ATP-binding protein KpsT	-6.90775527898214	-1.68433922060722
Late competence protein ComGB, access of DNA to ComEA	-0.329181803358534	-6.90775527898214
Gamma-glutamyl-putrescine synthetase (EC 6.3.1.11)	-6.90775527898214	-1.48366852514507
Hyaluronate lyase precursor (EC 4.2.2.1)	-1.07451473708905	-6.90775527898214
Transcriptional regulator, MutR family	-0.972732042779107	-6.90775527898214
Uncharacterized protein ImpI/VasC	-6.90775527898214	-1.14072377401824
21 kDa hemolysin precursor	-6.90775527898214	-0.613897808905805
Deoxyribonuclease TatD	-6.90775527898214	-1.15698429489002
MCE-family protein Mce1D	-1.0055218656021	-6.90775527898214
Ribonuclease I precursor (EC 3.1.27.6)	-6.90775527898214	-1.43921676257423
ABC-type branched-chain amino acid transport systems, periplasmic component	-6.90775527898214	-1.8021222562636
Attachment invasion locus protein precursor	-6.90775527898214	-0.682890680392756
STRUCTURAL ELEMENTS; Cell Exterior; surface polysaccharides/antigens	-6.90775527898214	-0.779221789331188
3-oxoacyl-[ACP] reductase (EC 1.1.1.100)	-6.90775527898214	-1.336032526339
Deoxyribose operon repressor, DeoR family	-6.90775527898214	-1.39665714815544
autotransporter	-6.90775527898214	-1.93565364888812
RNA polymerase associated protein RapA (EC 3.6.1.-)	-6.90775527898214	-0.84901755126673
Heme efflux system ATPase HrtA	-0.910211685797773	-6.90775527898214
Two-component sensor kinase YvcQ	-0.669049628980885	-6.90775527898214
Osmotically inducible protein OsmY	-6.90775527898214	-1.77135059759685
ATPase provides energy for both assembly of type IV secretion complex and secretion of T-DNA complex (VirB11)	-6.90775527898214	-1.10897507570366
Macrophage infectivity potentiator-related protein	-6.90775527898214	-1.55428609235902
Cyclohexadienyl dehydratase (EC 4.2.1.51)(EC 4.2.1.91) # Periplasmic precursor	-6.90775527898214	-1.68433922060722
Probable Fe-S oxidoreductase family 2	-6.90775527898214	-1.90056232907685
UDP-N-acetylmuramoylalanyl-D-glutamate--L-lysine ligase (EC 6.3.2.7)	-0.972732042779107	-6.90775527898214
Putative Na(+)/H(+) exchanger protein, CPA1 family precursor	-6.90775527898214	-1.74149763444717
LysR-family transcriptional regulator YhaJ	-6.90775527898214	-1.8021222562636
Arginine/agmatine antiporter	-6.90775527898214	-1.83387095457818
Protein yihD	-6.90775527898214	-1.43921676257423
Opine oxidase subunit B	-6.90775527898214	-1.90056232907685
Periplasmic/membrane protein associated with DUF414	-6.90775527898214	-1.8021222562636
Formate dehydrogenase-O, iron-sulfur subunit (EC 1.2.1.2); Putative formate dehydrogenase iron-sulfur subunit (EC 1.2.1.2)	-6.90775527898214	-1.3166144404819
Transcriptional activator NhaR	-6.90775527898214	-1.46119566929301
PROBABLE CONSERVED MEMBRANE PROTEIN	-0.535518236356362	-6.90775527898214
Polymyxin resistance protein PmrL, sucrose-6 phosphate hydrolase	-6.90775527898214	-1.71251009757391
Alpha-ketoglutarate permease	-6.90775527898214	-1.55428609235902
Two-component response regulator YvcP	-0.187211542088146	-6.90775527898214
probable enzyme yhhN	-6.90775527898214	-1.93565364888812
3-dehydroquinate dehydratase II (EC 4.2.1.10) ## AroCII	-6.90775527898214	-1.19032071515761
General secretion pathway protein I	-6.90775527898214	-0.623467259921956
Inner membrane protein forms channel for type IV secretion of T-DNA complex (VirB8)	-6.90775527898214	-1.17351359684123
Tol biopolymer transport system, TolR protein	-6.90775527898214	-0.455673803690911
NPQTN specific sortase B	-0.743157601134607	-6.90775527898214
Minor curlin subunit CsgB, nucleation component of curlin monomers	-6.90775527898214	-1.71251009757391
Citrate Succinate antiporter (TC 2.A.47.3.2)	-6.90775527898214	-1.6569402464191
FIG001590: Putative conserved exported protein precursor	-6.90775527898214	-1.10897507570366
Sensor histidine kinase ResE (EC 2.7.3.-)	-0.940983344464527	-6.90775527898214
Electron transport protein HydN	-6.90775527898214	-1.63027199933694
UDP-2,3-diacylglucosamine pyrophosphatase	-6.90775527898214	-1.63027199933694
Propionyl-CoA carboxylase carboxyl transferase subunit (EC 6.4.1.3)	-6.90775527898214	-1.90056232907685
2-methylcitrate dehydratase FeS dependent (EC 4.2.1.79)	-6.90775527898214	-1.26052497383086
putative transport	-6.90775527898214	-1.83387095457818
Phage antitermination protein Q	-6.90775527898214	-1.27887411249905
Non-ribosomal peptide synthetase modules and related proteins	-6.90775527898214	-1.90056232907685
Proteinase inhibitor I11, ecotin precursor	-6.90775527898214	-1.20741514851691
ParD protein (antitoxin to ParE)	-6.90775527898214	-1.60429651293368
FIG003269: Prophage tail protein	-6.90775527898214	-1.74149763444717
Gamma-D-Glutamyl-meso-Diaminopimelate Amidase	-6.90775527898214	-1.77135059759685
Putative ligase	-6.90775527898214	-1.90056232907685
FIG002781: Alpha-L-glutamate ligase family protein	-6.90775527898214	-1.83387095457818
Ribosomal small subunit pseudouridine synthase A (EC 4.2.1.70) ## SSU Psi516	-6.90775527898214	-1.3760378609527
IroE protein	-6.90775527898214	-1.93565364888812
Ribonuclease E inhibitor RraB	-6.90775527898214	-1.24250646832818
Endonuclease/exonuclease/phosphatase family protein	-6.90775527898214	-1.3760378609527
Various polyols ABC transporter, ATP-binding component	-6.90775527898214	-1.0782034170369
Extracellular protein	-0.769133087537867	-6.90775527898214
Two-component sensor PilS	-6.90775527898214	-1.8021222562636
NnrS protein involved in response to NO	-6.90775527898214	-0.735258665910072
FIG001721: Predicted N6-adenine-specific DNA methylase	-0.232331977368616	-6.90775527898214
Biofilm PGA outer membrane secretin PgaA	-6.90775527898214	-1.77135059759685
Peptidyl-prolyl cis-trans isomerase PpiA precursor (EC 5.2.1.8)	-6.90775527898214	-0.633129170833692
; Probable coniferyl aldehyde dehydrogenase (EC 1.2.1.68)	-6.90775527898214	-1.6569402464191
Xaa-Pro dipeptidase PepQ (EC 3.4.13.9)	-6.90775527898214	-1.39665714815544
Cytochrome c2	-6.90775527898214	-1.22480689122878
Glutaredoxin 3 (Grx3)	-6.90775527898214	-1.06316553967236
FIG003276: zinc-binding protein	-6.90775527898214	-0.911149332373736
Glyoxylate reductase (EC 1.1.1.79) / Glyoxylate reductase (EC 1.1.1.26) / Hydroxypyruvate reductase (EC 1.1.1.81); 2-ketoaldonate reductase, broad specificity (EC 1.1.1.215) (EC 1.1.1.-)	-6.90775527898214	-1.60429651293368
FIG137887: membrane protein related to purine degradation	-6.90775527898214	-1.68433922060722
Choline binding protein A	-0.556571645554195	-6.90775527898214
FIG005121: SAM-dependent methyltransferase (EC 2.1.1.-)	-6.90775527898214	-0.768048488733063
IncF plasmid conjugative transfer protein TraD	-6.90775527898214	-1.71251009757391
UDP-N-acetylglucosamine 4-epimerase (EC 5.1.3.7) / UDP-glucose 4-epimerase (EC 5.1.3.2)	-6.90775527898214	-1.93565364888812
Protein ygiW precursor	-6.90775527898214	-1.48366852514507
FIG001353: Acetyltransferase	-6.90775527898214	-0.991192040047273
23S rRNA (guanine-N-2-) -methyltransferase rlmL EC 2.1.1.-)	-6.90775527898214	-0.613897808905805
4'-phosphopantetheinyl transferase (EC 2.7.8.-) [enterobactin] siderophore	-6.90775527898214	-1.93565364888812
Twin-arginine translocation protein TatE	-6.90775527898214	-1.83387095457818
Response regulator of the competence regulon ComE	-0.329181803358534	-6.90775527898214
IncF plasmid conjugative transfer pilus assembly protein TraF	-6.90775527898214	-1.83387095457818
N-acetyl-D-glucosamine kinase (EC 2.7.1.59)	-6.90775527898214	-1.53018854077996
COG4478, integral membrane protein	-1.0055218656021	-6.90775527898214
Glucose dehydrogenase, PQQ-dependent (EC 1.1.5.2)	-6.90775527898214	-1.15698429489002
DNA-binding protein H-NS	-6.90775527898214	-0.0638514719865328
Aerobic cobaltochelatase CobT subunit (EC 6.6.1.2)	-6.90775527898214	-1.46119566929301
Cytochrome C553 (soluble cytochrome f)	-6.90775527898214	-1.93565364888812
Putative sensor-like histidine kinase YfhK	-6.90775527898214	-1.63027199933694
ParE toxin protein	-6.90775527898214	-1.74149763444717
SM-20-related protein	-6.90775527898214	-1.8021222562636
FIG016425: Soluble lytic murein transglycosylase and related regulatory proteins (some contain LysM/invasin domains)	-6.90775527898214	-1.01936291701397
Bacteriophage protein GP46	-6.90775527898214	-1.77135059759685
FIG013761: LmbE family protein	-0.910211685797773	-6.90775527898214
Transthyretin family protein	-6.90775527898214	-1.86666077740117
FIG002208: Acetyltransferase (EC 2.3.1.-)	-6.90775527898214	-1.63027199933694
Sarcosine oxidase beta subunit (EC 1.5.3.1)	-6.90775527898214	-1.01936291701397
Biofilm PGA synthesis deacetylase PgaB (EC 3.-)	-6.90775527898214	-1.71251009757391
Arginine ABC transporter, periplasmic arginine-binding protein ArtI	-6.90775527898214	-1.27887411249905
Succinyl-CoA synthetase, alpha subunit	-6.90775527898214	-1.93565364888812
Outer membrane protein V	-6.90775527898214	-1.83387095457818
Outer membrane efflux protein	-6.90775527898214	-1.27887411249905
HTH-type transcriptional regulator PetP	-6.90775527898214	-1.90056232907685
Type IV fimbrial biogenesis protein PilW	-6.90775527898214	-0.84901755126673
Flavoprotein wrbA	-6.90775527898214	-1.3760378609527
MSHA biogenesis protein MshM	-6.90775527898214	-1.71251009757391
Putative outer membrane lipoprotein	-6.90775527898214	-0.31909826868516
ComF operon protein A, DNA transporter ATPase	-0.217064505237827	-6.90775527898214
Fucose permease	-6.90775527898214	-1.50665804336977
Probable VANILLIN dehydrogenase oxidoreductase protein (EC 1.-.-.-)	-6.90775527898214	-1.74149763444717
Positive transcriptional regulator, MutR family	-0.116259806115862	-6.90775527898214
Succinylornithine transaminase (EC 2.6.1.81)	-6.90775527898214	-1.43921676257423
Possible hypoxanthine oxidase XdhD (EC 1.-.-.-)	-6.90775527898214	-1.90056232907685
RND efflux membrane fusion protein	-6.90775527898214	-1.68433922060722
Peptide transport system permease protein SapB	-6.90775527898214	-1.26052497383086
ATP synthase B' chain (EC 3.6.3.14)	-6.90775527898214	-1.19032071515761
FAD pyrophosphatase (EC 3.6.1.18), projected from PMID:18815383	-6.90775527898214	-1.57897870494939
Spore germination protein GerKA	-0.556571645554195	-6.90775527898214
Rho-specific inhibitor of transcription termination (YaeO)	-6.90775527898214	-1.53018854077996
Inner membrane protein of type IV secretion of T-DNA complex, VirB6	-6.90775527898214	-1.55428609235902
PTS system, mannose-specific IIA component (EC 2.7.1.69) / PTS system, mannose-specific IIB component (EC 2.7.1.69)	-6.90775527898214	-1.57897870494939
Tryptophan halogenase	-6.90775527898214	-1.8021222562636
Two-component sensor protein RcsD (EC 2.7.3.-)	-6.90775527898214	-1.74149763444717
Cu(I)-responsive transcriptional regulator	-6.90775527898214	-1.35583515363518
3-deoxy-D-manno-octulosonic acid kinase (EC 2.7.1.-)	-6.90775527898214	-1.77135059759685
DNA-binding protein Fis	-6.90775527898214	-0.652737642222069
Cell division protein FtsJ / Ribosomal RNA large subunit methyltransferase J (EC 2.1.1.-)	-6.90775527898214	-1.19032071515761
Phage hyaluronidase	-0.743157601134607	-6.90775527898214
Phage tail/DNA circulation protein	-6.90775527898214	-1.68433922060722
Cytochrome c oxidase subunit CcoO (EC 1.9.3.1)	-6.90775527898214	-0.604419064951261
Lipoprotein spr precursor	-6.90775527898214	-1.8021222562636
Cell surface protein IsdA, transfers heme from hemoglobin to apo-IsdC	-0.940983344464527	-6.90775527898214
DUF1694 domain-containing protein	-1.07451473708905	-6.90775527898214
Periplasmic protein YqjC	-6.90775527898214	-1.93565364888812
3-oxoacyl-[acyl-carrier protein] reductase paralog (EC 1.1.1.100) in cluster with unspecified monosaccharide transporter	-0.880358722648092	-6.90775527898214
AmpE protein	-6.90775527898214	-1.39665714815544
YgfY COG2938	-6.90775527898214	-0.333384225932636
TonB system biopolymer transport component; Chromosome segregation ATPase	-6.90775527898214	-1.6569402464191
PTS system, chitobiose-specific IIA component (EC 2.7.1.69)	-6.90775527898214	-1.90056232907685
Multidrug transporter MdtB	-6.90775527898214	-1.90056232907685
Universal stress protein family 3	-6.90775527898214	-1.93565364888812
expression not validated	-6.90775527898214	-1.86666077740117
Type II/IV secretion system secretin RcpA/CpaC, associated with Flp pilus assembly	-6.90775527898214	-0.652737642222069
Periplasmic protein TonB, links inner and outer membranes	-6.90775527898214	-1.57897870494939
Secretion monitor precursor	-6.90775527898214	-1.90056232907685
Type III secretion thermoregulatory protein (LcrF,VirF,transcription regulation of virulence plasmid)	-6.90775527898214	-1.53018854077996
Cytochrome c oxidase subunit CcoN (EC 1.9.3.1)	-6.90775527898214	-0.540470340350988
GGDEF and EAL domain proteins	-6.90775527898214	-1.55428609235902
Outer membrane stress sensor protease DegQ, serine protease	-6.90775527898214	-1.1247234326718
Polymyxin resistance protein PmrJ, predicted deacetylase	-6.90775527898214	-1.35583515363518
SeqA protein, negative modulator of initiation of replication	-6.90775527898214	-1.27887411249905
Inner membrane protein YqjK	-6.90775527898214	-1.90056232907685
Outer membrane protein/protective antigen OMA87	-6.90775527898214	-1.8021222562636
Psp operon transcriptional activator	-6.90775527898214	-1.14072377401824
type 1 fimbrae adaptor subunit FimF	-6.90775527898214	-1.57897870494939
FIG146278: Maf/YceF/YhdE family protein	-6.90775527898214	-0.977398717914937
Flagellar transcriptional activator FlhD	-6.90775527898214	-1.48366852514507
YuzD-like protein	-0.85137118577484	-6.90775527898214
Nitrogen regulation protein NR(II) (EC 2.7.3.-)	-6.90775527898214	-1.46119566929301
D-serine dehydratase transcriptional activator	-6.90775527898214	-1.1247234326718
FIG139438: lipoprotein B	-6.90775527898214	-1.41771055735327
major outer membrane lipoprotein	-6.90775527898214	-1.77135059759685
drug resistance transporter, Bcr/CflA family	-0.717839793150317	-6.90775527898214
Putative oligoketide cyclase/lipid transport protein, similarity with yeast ubiquinone-binding protein YOL008W	-6.90775527898214	-0.298044859487327
Na(+)-translocating NADH-quinone reductase subunit F (EC 1.6.5.-)	-6.90775527898214	-0.963793065859158
probable membrane protein YPO3302	-6.90775527898214	-1.86666077740117
Glucans biosynthesis protein D precursor	-6.90775527898214	-1.60429651293368
Protease VII (Omptin) precursor (EC 3.4.23.49)	-6.90775527898214	-1.90056232907685
Secretory antigen precursor SsaA	-0.910211685797773	-6.90775527898214
PTS system, galactose-specific IIA component (EC 2.7.1.69)	-0.940983344464527	-6.90775527898214
Protein sprT	-6.90775527898214	-1.27887411249905
Cytochrome O ubiquinol oxidase subunit III (EC 1.10.3.-)	-6.90775527898214	-0.713981267462787
Putative signal peptide protein	-6.90775527898214	-1.68433922060722
ABC transporter, binding protein	-6.90775527898214	-1.86666077740117
ABC-type transport system involved in resistance to organic solvents, permease component USSDB6A	-6.90775527898214	-1.46119566929301
Putative multidrug resistance protein	-6.90775527898214	-1.93565364888812
Arginine ABC transporter, permease protein ArtQ	-6.90775527898214	-1.29756624551121
Inner membrane protein YqjE	-6.90775527898214	-1.86666077740117
Membrane-attached cytochrome c550	-1.03942341727778	-6.90775527898214
Curli production assembly/transport component CsgG	-6.90775527898214	-1.77135059759685
Na(+)-translocating NADH-quinone reductase subunit D (EC 1.6.5.-)	-6.90775527898214	-1.03375165446607
Bacitracin transport permease protein BCRB	-0.85137118577484	-6.90775527898214
Membrane-bound lytic murein transglycosylase A precursor (EC 3.2.1.-)	-6.90775527898214	-0.43157625211185
FIG005080: Possible exported protein	-6.90775527898214	-0.735258665910072
Intracellular septation protein IspA	-6.90775527898214	-0.735258665910072
Cytochrome c heme lyase subunit CcmH	-6.90775527898214	-0.724563376793324
Phage minor tail protein #Phage minor tail component	-6.90775527898214	-1.63027199933694
Late competence protein ComGD, access of DNA to ComEA, FIG012777	-0.85137118577484	-6.90775527898214
DnaA regulatory inactivator Hda (Homologous to DnaA)	-6.90775527898214	-0.370018359112417
D-2-hydroxyglutarate dehydrogenase	-6.90775527898214	-0.595029324601422
Inhibitor of vertebrate lysozyme precursor	-6.90775527898214	-1.57897870494939
Chaperone protein HscA	-6.90775527898214	-0.558327957750994
UPF0319 protein YccT precursor	-6.90775527898214	-1.90056232907685
Uncharacterized protein YrbB	-6.90775527898214	-1.04835045388722
5-nucleotidase SurE (EC 3.1.3.5) @ Exopolyphosphatase (EC 3.6.1.11)	-6.90775527898214	-0.950370045527018
Hexose phosphate uptake regulatory protein UhpC	-6.90775527898214	-1.29756624551121
Multidrug resistance protein A (ErmA)	-6.90775527898214	-1.86666077740117
Fumarate reductase, flavoprotein subunit precursor (EC 1.3.99.1)	-0.769133087537867	-6.90775527898214
LysR family transcriptional regulator YneJ	-6.90775527898214	-1.77135059759685
Outer membrane protein ImpK/VasF, OmpA/MotB domain	-6.90775527898214	-0.924052737209644
Predicted oxidoreductase, Fe-S subunit	-6.90775527898214	-1.93565364888812
Ornithine decarboxylase (EC 4.1.1.17) / Arginine decarboxylase (EC 4.1.1.19)	-6.90775527898214	-1.48366852514507
Putative membrane protein, clustering with ActP	-6.90775527898214	-0.873409004390889
Similar to phosphoglycolate phosphatase, clustered with ubiquinone biosynthesis SAM-dependent O-methyltransferase	-6.90775527898214	-1.41771055735327
Fe2+-dicitrate sensor, membrane component	-6.90775527898214	-1.74149763444717
Uncharacterized ABC transporter, periplasmic component YrbD	-6.90775527898214	-0.652737642222069
Probable transport protein yifK	-6.90775527898214	-1.93565364888812
Inner membrane protein YrbG, predicted calcium/sodium:proton antiporter	-6.90775527898214	-0.873409004390889
Conidiation-specific protein 10	-6.90775527898214	-1.57897870494939
Fusaric acid resistance protein fusE	-6.90775527898214	-1.06316553967236
Group-specific protein	-0.940983344464527	-6.90775527898214
BclA protein	-0.910211685797773	-6.90775527898214
FKBP-type peptidyl-prolyl cis-trans isomerase SlpA (EC 5.2.1.8)	-6.90775527898214	-0.825206902573012
Colicin I receptor precursor	-6.90775527898214	-1.55428609235902
GAF domain protein; CDS_ID OB2202	-0.880358722648092	-6.90775527898214
Sigma-fimbriae uncharacterized paralogous subunit	-6.90775527898214	-1.3760378609527
AA3-600 quinol oxidase subunit I	-0.910211685797773	-6.90775527898214
PhbF	-6.90775527898214	-1.20741514851691
Sensor histidine kinase ChvG (EC 2.7.3.-)	-6.90775527898214	-1.74149763444717
Putative HTH-type transcriptional regulator ybaO	-6.90775527898214	-1.60429651293368
Primosomal replication protein N	-6.90775527898214	-1.26052497383086
Outer membrane lipoprotein SmpA, a component of the essential YaeT outer-membrane protein assembly complex	-6.90775527898214	-0.735258665910072
Isocitrate dehydrogenase phosphatase (EC 2.7.11.5)/kinase (EC 3.1.3.-)	-6.90775527898214	-1.22480689122878
Bacteriophage tail sheath protein	-6.90775527898214	-1.8021222562636
Probable transcriptional activator for leuABCD operon	-6.90775527898214	-1.27887411249905
cell processes; transport of small molecules	-6.90775527898214	-1.43921676257423
Bacitracin export ATP-binding protein BceA	-0.494696241836107	-6.90775527898214
Sigma cross-reacting protein 27A	-6.90775527898214	-0.937124818776997
MazG nucleotide pyrophosphohydrolase	-1.03942341727778	-6.90775527898214
Outer membrane vitamin B12 receptor BtuB	-6.90775527898214	-0.531659710668833
Transcriptional regulator, LysR family, in formaldehyde detoxification operon	-6.90775527898214	-1.83387095457818
Two-component response regulator CreC	-6.90775527898214	-1.55428609235902
Galactose-6-phosphate isomerase, LacB subunit (EC 5.3.1.26)	-0.823200308808143	-6.90775527898214
Glutamine amidotransferases class-II	-6.90775527898214	-1.77135059759685
Putative cytochrome C-type biogenesis protein	-6.90775527898214	-1.336032526339
Stage V sporulation protein B	-1.0055218656021	-6.90775527898214
Hemolysin-type calcium-binding region	-6.90775527898214	-1.90056232907685
Periplasmic serine proteases (ClpP class)	-6.90775527898214	-1.6569402464191
18K peptidoglycan-associated outer membrane lipoprotein; Peptidoglycan-associated lipoprotein precursor; Outer membrane protein P6; OmpA/MotB precursor	-6.90775527898214	-0.312031101462067
PRD/PTS system IIA 2 domain protein	-0.940983344464527	-6.90775527898214
Copper tolerance protein	-6.90775527898214	-1.6569402464191
Regulator of competence-specific genes	-6.90775527898214	-1.57897870494939
UDP-N-acetylmuramate:L-alanyl-gamma-D-glutamyl-meso-diaminopimelate ligase (EC 6.3.2.-)	-6.90775527898214	-0.567377793270912
RNA polymerase sigma factor RpoS	-6.90775527898214	-0.735258665910072
FIG001957: putative hydrolase	-6.90775527898214	-1.336032526339
D-alanine--poly(phosphoribitol) ligase subunit 2 (EC 6.1.1.13)	-0.295845383090942	-6.90775527898214
Cell division topological determinant MinJ	-1.03942341727778	-6.90775527898214
Maleylacetoacetate isomerase (EC 5.2.1.2) @ Glutathione S-transferase, zeta (EC 2.5.1.18)	-6.90775527898214	-0.735258665910072
UDP-sugar hydrolase (EC 3.6.1.45); 5'-nucleotidase (EC 3.1.3.5)	-6.90775527898214	-1.06316553967236
Putative ATP-binding component of a transport system	-6.90775527898214	-1.24250646832818
Aconitate hydratase 2 (EC 4.2.1.3)	-6.90775527898214	-1.17351359684123
Uncharacterized protein YtfN	-6.90775527898214	-1.41771055735327
putative dehydrogenase	-6.90775527898214	-1.27887411249905
CBSS-272943.3.peg.263: thioredoxin	-6.90775527898214	-1.90056232907685
HYPOTHETICAL TRANSMEMBRANE PROTEIN	-6.90775527898214	-1.6569402464191
L-rhamnose operon regulatory protein RhaS	-6.90775527898214	-1.86666077740117
Central glycolytic genes regulator	-0.743157601134607	-6.90775527898214
ATP-dependent RNA helicase YejH	-6.90775527898214	-1.63027199933694
Minor fimbrial subunit StfF	-6.90775527898214	-1.8021222562636
FIG002708: Protein SirB1	-6.90775527898214	-1.26052497383086
Putative lipoprotein SAV1865	-0.823200308808143	-6.90775527898214
alternative bacteriophage tail fiber C-terminus	-6.90775527898214	-1.6569402464191
HTH-type transcriptional regulator IlvY	-6.90775527898214	-1.20741514851691
