REACTION	ROLE	SUBSYSTEM	SOURCE	COMPLEX	MASTER
rxn13784_c0	DNA-directed RNA polymerase beta subunit (EC 2.7.7.6)	NONE	CHRIS FILE	1554	1
rxn13784_c0	Transcription termination protein NusA	NONE	CHRIS FILE	1554	1
rxn06090_c0	Phosphatidylserine decarboxylase (EC 4.1.1.65)	NONE	Hope	101264	0
rxn01352_c0	Deoxyguanosinetriphosphate triphosphohydrolase (EC 3.1.5.1)	NONE	Hope|MATT FILE|CHRIS FILE	1271	1
rxn10258_c0	Diacylglycerol kinase (EC 2.7.1.107)	NONE	CHRIS FILE	1273	1
rxn00424_c0	Serine--glyoxylate aminotransferase (EC 2.6.1.45)	NONE	Hope	101265	0
rxn08933_c0	Oligo-1,6-glucosidase (EC 3.2.1.10)	NONE	CHRIS FILE	1277	1
rxn00022_c0	Maltodextrin glucosidase (EC 3.2.1.20)	NONE	Hope|MATT FILE	101266	1
rxn00022_c0	Maltodextrin glucosidase (EC 3.2.1.20)	NONE	Hope|MATT FILE	101267	1
rxn00022_c0	Oligo-1,6-glucosidase (EC 3.2.1.10)	NONE	CHRIS FILE	1279	1
rxn00022_c0	Alpha-glucosidase (EC 3.2.1.20)	NONE	Hope|MATT FILE|CHRIS FILE	1278	1
rxn05289_c0	Thioredoxin reductase (EC 1.8.1.9)	NONE	Hope|MATT FILE|MATT FILE|CHRIS FILE	1280	1
rxn05289_c0	Thioredoxin reductase (EC 1.8.1.9)	NONE	Hope|MATT FILE|MATT FILE|CHRIS FILE	1280	1
rxn05289_c0	Thioredoxin reductase (EC 1.8.1.9)	Putative_hemin_transporter	Hope|MATT FILE|MATT FILE|CHRIS FILE	1280	1
rxn05289_c0	Thioredoxin reductase (EC 1.8.1.9)	Thioredoxin-disulfide_reductase	Hope|MATT FILE|MATT FILE|CHRIS FILE	1280	1
rxn02000_c0	dTDP-4-dehydrorhamnose 3,5-epimerase (EC 5.1.3.13)	NONE	Hope|MATT FILE	101268	1
rxn10228_c0	CDP-diacylglycerol--serine O-phosphatidyltransferase (EC 2.7.8.8)	NONE	CHRIS FILE	1281	1
rxn01977_c0	Glucose-6-phosphate isomerase (EC 5.3.1.9)	NONE	CHRIS FILE	1282	1
rxn03249_c0	3-hydroxyacyl-CoA dehydrogenase (EC 1.1.1.35)	NONE	CHRIS FILE	1283	1
rxn03249_c0	Enoyl-CoA hydratase [isoleucine degradation] (EC 4.2.1.17)	NONE	CHRIS FILE	1283	1
rxn01615_c0	Lactaldehyde reductase (EC 1.1.1.77)	NONE	Hope|MATT FILE|MATT FILE	101269	1
rxn01615_c0	Lactaldehyde reductase (EC 1.1.1.77)	NONE	Hope|MATT FILE|MATT FILE	101270	1
rxn01278_c0	5-keto-D-gluconate 5-reductase (EC 1.1.1.69)	NONE	Hope|MATT FILE	101271	1
rxn02344_c0	L-beta-lysine 5,6-aminomutase alpha subunit (EC 5.4.3.3)	NONE	Hope|MATT FILE	101272	1
rxn02344_c0	L-beta-lysine 5,6-aminomutase beta subunit (EC 5.4.3.3)	NONE	Hope|MATT FILE	101273	1
rxn00368_c0	Uridine kinase (EC 2.7.1.48) [C1]	NONE	CHRIS FILE	1296	1
rxn00368_c0	Uridine kinase (EC 2.7.1.48)	NONE	Hope|MATT FILE	101274	1
rxn09448_c0	Long-chain-fatty-acid--CoA ligase (EC 6.2.1.3)	NONE	CHRIS FILE	1290	1
rxn09448_c0	Acetoacetyl-CoA synthetase [leucine] (EC 6.2.1.16)	NONE	CHRIS FILE	1292	0
rxn01851_c0	4-aminobutyraldehyde dehydrogenase (EC 1.2.1.19)	Gamma-aminobutyrate_(GABA)_shunt	Hope|MATT FILE	101275	1
rxn01851_c0	Aldehyde dehydrogenase (EC 1.2.1.3)	NONE	CHRIS FILE	1299	1
rxn03421_c0	GTP cyclohydrolase I (EC 3.5.4.16) type 1	NONE	Hope|MATT FILE|MATT FILE	101276	1
rxn03421_c0	GTP cyclohydrolase I (EC 3.5.4.16) type 1	NONE	Hope|MATT FILE|MATT FILE	101277	1
rxn03421_c0	GTP cyclohydrolase I (EC 3.5.4.16) type 2	NONE	Hope|MATT FILE	101278	1
rxn08843_c0	Lysophospholipase L2 (EC 3.1.1.5)	NONE	CHRIS FILE	1851	1
rxn08843_c0	Lysophospholipase (EC 3.1.1.5)	NONE	CHRIS FILE	1850	1
rxn00867_c0	Histidine ammonia-lyase (EC 4.3.1.3)	NONE	Hope|MATT FILE|CHRIS FILE	1304	1
rxn10823_c0	Nitrite extrusion protein NarK	NONE	CHRIS FILE	1665	1
rxn03540_c0	Cobyric acid synthase	NONE	Hope|MATT FILE	101279	1
rxn03540_c0	Cobyric acid synthase	NONE	Hope|MATT FILE	101280	1
rxn01983_c0	Lysophospholipase L2 (EC 3.1.1.5)	NONE	Hope	101281	0
rxn01983_c0	Lysophospholipase (EC 3.1.1.5)	NONE	Hope	101282	0
rxn12635_c0	Peptidase B (EC 3.4.11.23)	NONE	CHRIS FILE	1673	1
rxn12635_c0	Membrane alanine aminopeptidase N (EC 3.4.11.2)	NONE	CHRIS FILE	1674	1
rxn12635_c0	Isoaspartyl aminopeptidase (EC 3.4.19.5)	NONE	CHRIS FILE	1671	1
rxn12635_c0	Methionine aminopeptidase (EC 3.4.11.18)	NONE	CHRIS FILE	1677	1
rxn12635_c0	Aminoacyl-histidine dipeptidase (Peptidase D) (EC 3.4.13.3)	NONE	CHRIS FILE	1675	1
rxn12635_c0	Asp-X dipeptidase	NONE	CHRIS FILE	1672	1
rxn12635_c0	Aminopeptidase YpdF (MP-, MA-, MS-, AP-, NP- specific)	NONE	CHRIS FILE	1678	1
rxn12635_c0	Cytosol aminopeptidase PepA (EC 3.4.11.1)	NONE	CHRIS FILE	1676	1
rxn03838_c0	Alpha-galactosidase (EC 3.2.1.22)	NONE	CHRIS FILE	1308	1
rxn10317_c0	Poly(glycerophosphate chain) D-alanine transfer protein DltD	NONE	CHRIS FILE	2025	1
rxn00213_c0	UTP--glucose-1-phosphate uridylyltransferase (EC 2.7.7.9)	NONE	Hope|CHRIS FILE	1315	1
rxn05409_c0	3-oxoacyl-[acyl-carrier-protein] synthase, KASIII (EC 2.3.1.41)	NONE	CHRIS FILE	1321	1
rxn05409_c0	3-oxoacyl-[acyl-carrier-protein] synthase, KASII (EC 2.3.1.41)	NONE	CHRIS FILE	1321	1
rxn05409_c0	3-oxoacyl-[acyl-carrier-protein] synthase, KASI, alternative (EC 2.3.1.41)	NONE	CHRIS FILE	1983	1
rxn02934_c0	Enoyl-CoA hydratase (EC 4.2.1.17)	NONE	Hope|MATT FILE	101283	1
rxn02934_c0	Enoyl-CoA hydratase [isoleucine degradation] (EC 4.2.1.17)	NONE	Hope|MATT FILE	101284	1
rxn05420_c0	Enoyl-[acyl-carrier-protein] reductase [NADPH] (EC 1.3.1.10)	NONE	CHRIS FILE	1323	1
rxn10131_c0	Arginine/ornithine antiporter ArcD	NONE	CHRIS FILE	1426	1
rxn10314_c0	Undecaprenyl-phosphate N-acetylglucosaminyl 1-phosphate transferase (EC 2.7.8.-)	NONE	CHRIS FILE	2024	1
rxn00743_c0	Alkaline phosphatase (EC 3.1.3.1)	Phosphate_metabolism	Hope|MATT FILE|CHRIS FILE	1324	1
rxn00221_c0	Glucose-1-phosphatase (EC 3.1.3.10)	NONE	Hope|MATT FILE	101285	1
rxn10282_c0	diglucosyldiacylglycerol synthase (LTA membrane anchor synthesis)	NONE	CHRIS FILE	2022	1
rxn01145_c0	5'-nucleotidase (EC 3.1.3.5)	NONE	Hope|MATT FILE|CHRIS FILE	1328	1
rxn00493_c0	Histidinol-phosphate aminotransferase (EC 2.6.1.9)	NONE	CHRIS FILE	1327	1
rxn00493_c0	Biosynthetic Aromatic amino acid aminotransferase beta (EC 2.6.1.57)	Phenylalanine_and_Tyrosine_Branches_from_Chorismate_(Phoenix_copy)	Hope|MATT FILE|CHRIS FILE	1327	1
rxn00493_c0	Biosynthetic Aromatic amino acid aminotransferase beta (EC 2.6.1.57)	NONE	Hope|MATT FILE|CHRIS FILE	1327	1
rxn00493_c0	Periplasmic aromatic amino acid aminotransferase beta precursor (EC 2.6.1.57)	Phenylalanine_and_Tyrosine_Branches_from_Chorismate_(Phoenix_copy)	Hope|MATT FILE	101286	1
rxn00493_c0	Periplasmic aromatic amino acid aminotransferase beta precursor (EC 2.6.1.57)	NONE	Hope|MATT FILE	101287	1
rxn00493_c0	Aromatic-amino-acid aminotransferase (EC 2.6.1.57)	NONE	Hope	101288	0
rxn00493_c0	Aspartate aminotransferase (EC 2.6.1.1)	NONE	Hope	101289	0
rxn00493_c0	Aspartate aminotransferase (EC 2.6.1.1)	ZZ_gjo_scratch	Hope	101290	0
rxn00493_c0	Aromatic amino acid aminotransferase gamma (EC 2.6.1.57)	Phenylalanine_and_Tyrosine_Branches_from_Chorismate_(Phoenix_copy)	Hope|MATT FILE	101291	1
rxn00493_c0	Aromatic amino acid aminotransferase gamma (EC 2.6.1.57)	NONE	Hope|MATT FILE	101292	1
rxn00493_c0	Biosynthetic Aromatic amino acid aminotransferase alpha (EC 2.6.1.57)	Phenylalanine_and_Tyrosine_Branches_from_Chorismate_(Phoenix_copy)	Hope|MATT FILE	101293	1
rxn00493_c0	Biosynthetic Aromatic amino acid aminotransferase alpha (EC 2.6.1.57)	NONE	Hope|MATT FILE	101294	1
rxn00173_c0	Phosphate acetyltransferase (EC 2.3.1.8)	NONE	Hope|MATT FILE|MATT FILE|MATT FILE|MATT FILE|CHRIS FILE	1331	1
rxn00173_c0	Phosphate acetyltransferase (EC 2.3.1.8)	NONE	Hope|MATT FILE|MATT FILE|MATT FILE|MATT FILE|CHRIS FILE	1331	1
rxn00173_c0	Phosphate acetyltransferase (EC 2.3.1.8)	NONE	Hope|MATT FILE|MATT FILE|MATT FILE|MATT FILE|CHRIS FILE	1331	1
rxn00173_c0	Phosphate acetyltransferase (EC 2.3.1.8)	NONE	Hope|MATT FILE|MATT FILE|MATT FILE|MATT FILE|CHRIS FILE	1331	1
rxn00173_c0	Phosphate acetyltransferase (EC 2.3.1.8)	NONE	Hope|MATT FILE|MATT FILE|MATT FILE|MATT FILE|CHRIS FILE	1331	1
rxn08528_c0	Fumarate reductase subunit C	NONE	CHRIS FILE	1680	1
rxn08528_c0	Succinate dehydrogenase hydrophobic membrane anchor protein	NONE	CHRIS FILE	1680	1
rxn08528_c0	Succinate dehydrogenase iron-sulfur protein (EC 1.3.99.1)	NONE	CHRIS FILE	2029	1
rxn08528_c0	Succinate dehydrogenase cytochrome b558 subunit	NONE	CHRIS FILE	1680	1
rxn08528_c0	Succinate dehydrogenase cytochrome b-556 subunit	NONE	CHRIS FILE	1680	1
rxn08528_c0	Fumarate reductase subunit D	NONE	CHRIS FILE	1680	1
rxn08528_c0	Fumarate reductase flavoprotein subunit (EC 1.3.99.1)	NONE	CHRIS FILE	1680	1
rxn08528_c0	Succinate dehydrogenase flavoprotein subunit (EC 1.3.99.1)	NONE	CHRIS FILE|CHRIS FILE	1999	1
rxn08528_c0	Succinate dehydrogenase flavoprotein subunit (EC 1.3.99.1)	NONE	CHRIS FILE|CHRIS FILE	2029	1
rxn01509_c0	Guanylate kinase (EC 2.7.4.8)	NONE	Hope|MATT FILE|CHRIS FILE	1333	1
rxn01509_c0	Guanylate kinase (EC 2.7.4.8)	NONE	Hope|MATT FILE|CHRIS FILE	1333	1
rxn03240_c0	Enoyl-CoA hydratase (EC 4.2.1.17)	NONE	CHRIS FILE	1335	1
rxn05414_c0	3-oxoacyl-[acyl-carrier protein] reductase (EC 1.1.1.100)	NONE	CHRIS FILE	1337	1
rxn00789_c0	ATP phosphoribosyltransferase catalytic subunit (EC 2.4.2.17)	NONE	Hope|MATT FILE|CHRIS FILE	1341	1
rxn00789_c0	ATP phosphoribosyltransferase regulatory subunit (EC 2.4.2.17)	NONE	Hope|MATT FILE|CHRIS FILE	1341	1
rxn00789_c0	ATP phosphoribosyltransferase (EC 2.4.2.17)	XXBOB	Hope|MATT FILE	101295	1
rxn00789_c0	ATP phosphoribosyltransferase (EC 2.4.2.17)	XXBOB2	Hope|MATT FILE	101296	1
rxn00789_c0	ATP phosphoribosyltransferase (EC 2.4.2.17)	NONE	Hope|MATT FILE	101297	1
rxn05390_c0	(3R)-hydroxymyristoyl-[acyl carrier protein] dehydratase (EC 4.2.1.-)	NONE	CHRIS FILE	1342	1
rxn05167_c0	D-xylose transport ATP-binding protein XylG	NONE	CHRIS FILE	2043	1
rxn05167_c0	Xylose ABC transporter, periplasmic xylose-binding protein XylF	NONE	CHRIS FILE	2043	1
rxn05167_c0	Xylose ABC transporter, permease protein XylH	NONE	CHRIS FILE	2043	1
rxn00508_c0	Succinate-semialdehyde dehydrogenase [NAD] (EC 1.2.1.24)	Gamma-aminobutyrate_(GABA)_shunt	Hope|MATT FILE	101298	1
rxn04386_c0	Threonine kinase in B12 biosynthesis	NONE	MATT FILE	101299	1
rxn04386_c0	Predicted threonine kinase PduX involved in B12 biosynthesis	NONE	Hope	101300	0
rxn10481_c0	Copper-translocating P-type ATPase (EC 3.6.3.4)	NONE	CHRIS FILE	1643	1
rxn00817_c0	Alpha-galactosidase (EC 3.2.1.22)	NONE	Hope|MATT FILE|CHRIS FILE	1352	1
rxn00817_c0	Alpha-galactosidase (EC 3.2.1.22)	NONE	Hope|MATT FILE|CHRIS FILE	1352	1
rxn00817_c0	Alpha-galactosidase (EC 3.2.1.22)	Galactosylceramide_and_Sulfatide_metabolism	Hope|MATT FILE|CHRIS FILE	1352	1
rxn11703_c0	2-succinyl-6-hydroxy-2,4-cyclohexadiene-1-carboxylate synthase (EC 4.2.99.20)	NONE	Hope|MATT FILE	101301	1
rxn06077_c0	Peptide methionine sulfoxide reductase MsrA (EC 1.8.4.11)	NONE	CHRIS FILE	2047	1
rxn01545_c0	Inosine-uridine preferring nucleoside hydrolase (EC 3.2.2.1)	NONE	Hope|MATT FILE	101302	1
rxn02895_c0	Phosphoribosylamine--glycine ligase (EC 6.3.4.13)	NONE	Hope|MATT FILE|CHRIS FILE	1356	1
rxn10216_c0	1-acyl-sn-glycerol-3-phosphate acyltransferase (EC 2.3.1.51)	NONE	CHRIS FILE	1360	1
rxn00983_c0	Monoglyceride lipase (EC 3.1.1.23)	NONE	Hope	101303	0
rxn02596_c0	Alpha-galactosidase (EC 3.2.1.22)	NONE	CHRIS FILE	1361	1
rxn09211_c0	CDP-diacylglycerol--serine O-phosphatidyltransferase (EC 2.7.8.8)	NONE	CHRIS FILE	1898	1
rxn02227_c0	L-aminoadipate-semialdehyde dehydrogenase small subunit (EC 1.2.1.31)	NONE	Hope|MATT FILE	101304	1
rxn02227_c0	L-aminoadipate-semialdehyde dehydrogenase large subunit (EC 1.2.1.31)	NONE	Hope|MATT FILE	101305	1
rxn05840_c0	DNA-directed RNA polymerase delta (= beta'') subunit (EC 2.7.7.6)	NONE	Hope	101306	0
rxn05840_c0	DNA-directed RNA polymerase subunit A (EC 2.7.7.6)	NONE	Hope	101307	0
rxn05840_c0	DNA-directed RNA polymerase subunit K (EC 2.7.7.6)	NONE	Hope	101308	0
rxn05840_c0	DNA-directed RNA polymerase subunit E' (EC 2.7.7.6)	NONE	Hope	101309	0
rxn05840_c0	DNA-directed RNA polymerase subunit B (EC 2.7.7.6)	NONE	Hope	101310	0
rxn05840_c0	DNA-directed RNA polymerase subunit E''	NONE	Hope	101311	0
rxn05840_c0	DNA-directed RNA polymerase subunit P (EC 2.7.7.6)	NONE	Hope	101312	0
rxn05840_c0	DNA-directed RNA polymerase alpha subunit (EC 2.7.7.6)	NONE	Hope	101313	0
rxn05840_c0	DNA-directed RNA polymerase subunit B' (EC 2.7.7.6)	NONE	Hope	101314	0
rxn05840_c0	DNA-directed RNA polymerase subunit D (EC 2.7.7.6)	NONE	Hope	101315	0
rxn05840_c0	DNA-directed RNA polymerase beta' subunit (EC 2.7.7.6)	NONE	Hope	101316	0
rxn05840_c0	DNA-directed RNA polymerase beta subunit (EC 2.7.7.6)	NONE	Hope	101317	0
rxn05840_c0	DNA-directed RNA polymerase omega subunit (EC 2.7.7.6)	NONE	Hope	101318	0
rxn05840_c0	DNA-directed RNA polymerase subunit F (EC 2.7.7.6)	NONE	Hope	101319	0
rxn05840_c0	DNA-directed RNA polymerase subunit B'' (EC 2.7.7.6)	NONE	Hope	101320	0
rxn05840_c0	DNA-directed RNA polymerase subunit H (EC 2.7.7.6)	NONE	Hope	101321	0
rxn05840_c0	Poly(A) polymerase (EC 2.7.7.19)	NONE	Hope	101322	0
rxn05840_c0	DNA-directed RNA polymerase subunit N (EC 2.7.7.6)	NONE	Hope	101323	0
rxn05840_c0	DNA-directed RNA polymerase delta subunit (EC 2.7.7.6)	NONE	Hope	101324	0
rxn05840_c0	DNA-directed RNA polymerase subunit A'' (EC 2.7.7.6)	NONE	Hope	101325	0
rxn05840_c0	DNA-directed RNA polymerase subunit L (EC 2.7.7.6)	NONE	Hope	101326	0
rxn05840_c0	DNA-directed RNA polymerase gamma subunit (EC 2.7.7.6)	NONE	Hope	101327	0
rxn05840_c0	DNA-directed RNA polymerase subunit A' (EC 2.7.7.6)	NONE	Hope	101328	0
rxn05840_c0	DNA-directed RNA polymerase subunit M (EC 2.7.7.6)	NONE	Hope	101329	0
rxn01115_c0	6-phosphogluconate dehydrogenase, decarboxylating (EC 1.1.1.44)	NONE	Hope|MATT FILE|CHRIS FILE	1369	1
rxn01115_c0	6-phosphogluconate dehydrogenase, decarboxylating (EC 1.1.1.44)	NONE	Hope|MATT FILE|CHRIS FILE	1369	1
rxn02312_c0	Adenosylmethionine-8-amino-7-oxononanoate aminotransferase (EC 2.6.1.62)	NONE	Hope|MATT FILE|CHRIS FILE	1374	1
rxn05256_c0	Phosphoadenylyl-sulfate reductase [thioredoxin] (EC 1.8.4.8)	NONE	CHRIS FILE	1372	1
rxn05256_c0	Adenylyl-sulfate reductase [thioredoxin] (EC 1.8.4.10)	NONE	Hope|MATT FILE|CHRIS FILE	1372	1
rxn06075_c0	Ribonucleotide reductase of class Ib (aerobic), alpha subunit (EC 1.17.4.1)	Ribonucleotide_reduction	Hope|MATT FILE|CHRIS FILE	1375	1
rxn06075_c0	Ribonucleotide reduction protein NrdI	NONE	CHRIS FILE	1375	1
rxn06075_c0	Ribonucleotide reductase of class Ia (aerobic), alpha subunit (EC 1.17.4.1)	Ribonucleotide_reduction	Hope|MATT FILE	101330	1
rxn06075_c0	Ribonucleotide reductase of class Ia (aerobic), beta subunit (EC 1.17.4.1)	Ribonucleotide_reduction	Hope|MATT FILE	101331	1
rxn06075_c0	Ribonucleotide reductase of class Ib (aerobic), beta subunit (EC 1.17.4.1)	Ribonucleotide_reduction	Hope|MATT FILE|CHRIS FILE	1375	1
rxn00438_c0	Thiamine-monophosphate kinase (EC 2.7.4.16)	NONE	Hope|MATT FILE|CHRIS FILE	1376	1
rxn05405_c0	3-oxoacyl-[acyl-carrier protein] reductase (EC 1.1.1.100)	NONE	CHRIS FILE	1377	1
rxn01109_c0	Glucose 1-dehydrogenase (EC 1.1.1.47)	NONE	Hope|MATT FILE|CHRIS FILE	1381	1
rxn00679_c0	2-methylcitrate synthase (EC 2.3.3.5)	NONE	Hope|MATT FILE|CHRIS FILE	1388	1
rxn04724_c0	Salicylate hydroxylase (EC 1.14.13.1)	NONE	CHRIS FILE	1390	1
rxn11666_c0	Mg-protoporphyrin IX monomethyl ester oxidative cyclase (anaerobic) (EC 1.14.13.81)	NONE	Hope	101332	0
rxn03951_c0	4-hydroxythreonine-4-phosphate dehydrogenase (EC 1.1.1.262)	NONE	Hope|MATT FILE	101333	1
rxn02253_c0	Pyruvate oxidase [ubiquinone, cytochrome] (EC 1.2.2.2)	NONE	Hope	101334	0
rxn02226_c0	L-aminoadipate-semialdehyde dehydrogenase small subunit (EC 1.2.1.31)	NONE	Hope|MATT FILE	101335	1
rxn02226_c0	L-aminoadipate-semialdehyde dehydrogenase large subunit (EC 1.2.1.31)	NONE	Hope|MATT FILE	101336	1
rxn05327_c0	Enoyl-[acyl-carrier-protein] reductase [NADH] (EC 1.3.1.9)	NONE	Hope|MATT FILE|CHRIS FILE	1400	1
rxn10276_c0	diglucosyldiacylglycerol synthase (LTA membrane anchor synthesis)	NONE	CHRIS FILE	1399	1
rxn05423_c0	(3R)-hydroxymyristoyl-[acyl carrier protein] dehydratase (EC 4.2.1.-)	NONE	CHRIS FILE	1401	1
rxn10344_c0	Lead, cadmium, zinc and mercury transporting ATPase (EC 3.6.3.3) (EC 3.6.3.5)	NONE	CHRIS FILE	2036	1
rxn00186_c0	5-oxoprolinase (EC 3.5.2.9)	Glutathione_Redox_Metabolism_3	Hope|MATT FILE	101337	1
rxn12206_c0	Triphosphoribosyl-dephospho-CoA synthetase (EC 2.7.8.25)	NONE	CHRIS FILE	2033	1
rxn12206_c0	Phosphoribosyl-dephospho-CoA transferase (EC 2.7.7.-)	NONE	CHRIS FILE	2033	1
rxn12206_c0	Malonate decarboxylase delta subunit	NONE	CHRIS FILE	2033	1
rxn12206_c0	Malonate decarboxylase beta subunit	NONE	CHRIS FILE	2033	1
rxn12206_c0	Malonyl CoA acyl carrier protein transacylase (EC 2.3.1.39)	NONE	CHRIS FILE	2033	1
rxn12206_c0	Malonate decarboxylase alpha subunit	NONE	CHRIS FILE	2033	1
rxn12206_c0	Malonate decarboxylase gamma subunit	NONE	CHRIS FILE	2033	1
rxn00365_c0	Uridine kinase (EC 2.7.1.48) [C1]	NONE	CHRIS FILE	1407	1
rxn00365_c0	Uridine kinase (EC 2.7.1.48)	NONE	Hope|MATT FILE	101338	1
rxn05318_c0	Nucleoside permease NupC	NONE	CHRIS FILE	2033	1
rxn05318_c0	Nucleoside permease NupG	NONE	CHRIS FILE	2034	1
rxn10474_c0	Magnesium and cobalt transport protein CorA	NONE	CHRIS FILE	2036	1
rxn05404_c0	3-oxoacyl-[acyl-carrier-protein] synthase, KASIII (EC 2.3.1.41)	NONE	CHRIS FILE	1412	1
rxn05404_c0	3-oxoacyl-[acyl-carrier-protein] synthase, KASII (EC 2.3.1.41)	NONE	CHRIS FILE	1412	1
rxn05404_c0	3-oxoacyl-[acyl-carrier-protein] synthase, KASI, alternative (EC 2.3.1.41)	NONE	CHRIS FILE	1982	1
rxn08798_c0	Lysophospholipase L2 (EC 3.1.1.5)	NONE	CHRIS FILE	1851	1
rxn08798_c0	Lysophospholipase (EC 3.1.1.5)	NONE	CHRIS FILE	1850	1
rxn08094_c0	Pyruvate dehydrogenase E1 component beta subunit (EC 1.2.4.1)	NONE	CHRIS FILE	1414	0
rxn08094_c0	Pyruvate dehydrogenase E1 component alpha subunit (EC 1.2.4.1)	NONE	CHRIS FILE	1414	0
rxn05903_c0	Adenylylsulfate reductase beta-subunit (EC 1.8.99.2)	NONE	Hope	101339	0
rxn05903_c0	Adenylylsulfate reductase alpha-subunit (EC 1.8.99.2)	NONE	Hope	101340	0
rxn05462_c0	(3R)-hydroxymyristoyl-[acyl carrier protein] dehydratase (EC 4.2.1.-)	NONE	CHRIS FILE	1416	1
rxn08797_c0	Lysophospholipase L2 (EC 3.1.1.5)	NONE	CHRIS FILE	1851	1
rxn08797_c0	Lysophospholipase (EC 3.1.1.5)	NONE	CHRIS FILE	1850	1
rxn01102_c0	D-glycerate 2-kinase (EC 2.7.1.-)	NONE	Hope|MATT FILE	101341	1
rxn01102_c0	Glycerate kinase (EC 2.7.1.31)	Allantoin_Utilization	Hope|MATT FILE|MATT FILE|MATT FILE|MATT FILE|CHRIS FILE	1419	1
rxn01102_c0	Glycerate kinase (EC 2.7.1.31)	The_Tartronate_Semialdehyde_Hub	Hope|MATT FILE|MATT FILE|MATT FILE|MATT FILE|CHRIS FILE	1419	1
rxn01102_c0	Glycerate kinase (EC 2.7.1.31)	NONE	Hope|MATT FILE|MATT FILE|MATT FILE|MATT FILE|CHRIS FILE	1419	1
rxn01102_c0	Glycerate kinase (EC 2.7.1.31)	NONE	Hope|MATT FILE|MATT FILE|MATT FILE|MATT FILE|CHRIS FILE	1419	1
rxn01102_c0	Glycerate kinase (EC 2.7.1.31)	NONE	Hope|MATT FILE|MATT FILE|MATT FILE|MATT FILE|CHRIS FILE	1419	1
rxn01102_c0	Glycerate kinase (EC 2.7.1.31)	Glyoxylate-Hydroxypyruvate_Conversion	Hope|MATT FILE|MATT FILE|MATT FILE|MATT FILE|CHRIS FILE	1419	1
rxn01102_c0	Glycerate kinase (EC 2.7.1.31)	Allantoin_degradation	Hope|MATT FILE|MATT FILE|MATT FILE|MATT FILE|CHRIS FILE	1419	1
rxn08550_c0	Acyl-phosphate:glycerol-3-phosphate O-acyltransferase PlsY	NONE	CHRIS FILE	1849	1
rxn08550_c0	Glycerol-3-phosphate acyltransferase (EC 2.3.1.15)	NONE	CHRIS FILE	1873	1
rxn08550_c0	Phosphate:acyl-ACP acyltransferase PlsX	NONE	CHRIS FILE	1849	1
rxn06096_c0	Glycogen phosphorylase (EC 2.4.1.1)	NONE	Hope	101342	0
rxn02144_c0	3-Oxoadipate enol-lactonase (EC 3.1.1.24)	NONE	Hope	101343	0
rxn02144_c0	Beta-ketoadipate enol-lactone hydrolase (EC 3.1.1.24)	NONE	Hope|MATT FILE|MATT FILE	101344	1
rxn02144_c0	Beta-ketoadipate enol-lactone hydrolase (EC 3.1.1.24)	NONE	Hope|MATT FILE|MATT FILE	101345	1
rxn10336_c0	Cardiolipin synthetase (EC 2.7.8.-)	NONE	CHRIS FILE	1423	1
rxn06217_c0	Triacylglycerol lipase precursor (EC 3.1.1.3)	NONE	Hope	101346	0
rxn01643_c0	Aspartate-semialdehyde dehydrogenase (EC 1.2.1.11)	NONE	Hope|MATT FILE|MATT FILE|CHRIS FILE	1430	1
rxn01643_c0	Aspartate-semialdehyde dehydrogenase (EC 1.2.1.11)	NONE	Hope|MATT FILE|MATT FILE|CHRIS FILE	1430	1
rxn01275_c0	Gluconokinase (EC 2.7.1.12)	NONE	Hope|MATT FILE|MATT FILE|CHRIS FILE	1429	1
rxn01275_c0	Gluconokinase (EC 2.7.1.12)	NONE	Hope|MATT FILE|MATT FILE|CHRIS FILE	1429	1
rxn10257_c0	Diacylglycerol kinase (EC 2.7.1.107)	NONE	CHRIS FILE	1432	1
rxn00897_c0	N-acylglucosamine 2-epimerase (EC 5.1.3.8)	NONE	Hope|MATT FILE	101347	1
rxn08942_c0	Maltodextrin phosphorylase (EC 2.4.1.1)	NONE	CHRIS FILE	1683	1
rxn01930_c0	Kynureninase (EC 3.7.1.3)	NONE	Hope|MATT FILE|CHRIS FILE	1435	1
rxn09209_c0	CDP-diacylglycerol--serine O-phosphatidyltransferase (EC 2.7.8.8)	NONE	CHRIS FILE	1896	1
rxn02005_c0	Phosphocarrier protein of PTS system	NONE	CHRIS FILE	1436	2
rxn02005_c0	PTS system, trehalose-specific IIC component (EC 2.7.1.69)	NONE	CHRIS FILE	1436	1
rxn02005_c0	Phosphoenolpyruvate-protein phosphotransferase of PTS system (EC 2.7.3.9)	NONE	CHRIS FILE|CHRIS FILE	1436	2
rxn02005_c0	Phosphoenolpyruvate-protein phosphotransferase of PTS system (EC 2.7.3.9)	NONE	CHRIS FILE|CHRIS FILE	1436	2
rxn02005_c0	PTS system, trehalose-specific IIB component (EC 2.7.1.69)	NONE	CHRIS FILE	1436	1
rxn02431_c0	Formylmethanofuran--tetrahydromethanopterin N-formyltransferase (EC 2.3.1.101)	NONE	Hope|MATT FILE	101348	1
rxn01653_c0	5-formyltetrahydrofolate cyclo-ligase (EC 6.3.3.2)	NONE	Hope|MATT FILE|CHRIS FILE	1441	1
rxn01999_c0	Lipopolysaccharide biosynthesis protein RffA	NONE	CHRIS FILE	1683	1
